tenure_months,monthly_charges,total_charges,contract_type,payment_method,support_tickets,churn
61,46.35,2827.35,two_year,electronic_check,3,0
58,55.52,3220.16,one_year,bank_transfer,2,0
72,54.89,3952.08,one_year,credit_card,1,0
47,91.68,4308.96,month_to_month,credit_card,1,0
11,66.65,733.15,month_to_month,electronic_check,0,0
37,56.13,2076.81,month_to_month,credit_card,1,0
33,105.26,3473.58,one_year,credit_card,2,0
61,77.2,4709.2,two_year,bank_transfer,2,0
29,41.38,1200.02,month_to_month,bank_transfer,2,0
24,110.01,2640.24,month_to_month,electronic_check,2,1
6,54.27,325.62,month_to_month,credit_card,0,0
61,23.9,1457.9,one_year,credit_card,3,0
55,69.46,3820.3,one_year,bank_transfer,2,0
3,32.39,97.17,one_year,bank_transfer,2,0
32,43.85,1403.2,two_year,credit_card,1,0
35,94.71,3314.85,month_to_month,bank_transfer,1,0
34,33.08,1124.72,one_year,credit_card,0,0
67,100.69,6746.23,one_year,electronic_check,0,0
11,113.69,1250.59,month_to_month,electronic_check,0,1
23,80.65,1854.95,two_year,bank_transfer,0,0
14,91.04,1274.56,month_to_month,electronic_check,1,1
18,91.36,1644.48,one_year,electronic_check,1,0
66,119.28,7872.48,one_year,credit_card,1,0
68,54.15,3682.2,two_year,credit_card,3,0
4,36.29,145.16,one_year,bank_transfer,2,0
46,71.92,3308.32,month_to_month,credit_card,2,0
17,73.32,1246.44,two_year,credit_card,2,1
14,37.79,529.06,one_year,credit_card,1,0
22,81.31,1788.82,one_year,electronic_check,0,0
14,21.41,299.74,one_year,bank_transfer,0,0
36,112.77,4059.72,month_to_month,electronic_check,4,1
72,46.46,3345.12,one_year,credit_card,1,0
43,23.96,1030.28,two_year,credit_card,0,0
53,30.82,1633.46,month_to_month,electronic_check,2,1
36,44.02,1584.72,month_to_month,credit_card,2,0
2,47.39,94.78,two_year,credit_card,3,1
7,23.28,162.96,one_year,credit_card,0,0
20,47.94,958.8,two_year,bank_transfer,4,1
18,39.29,707.22,month_to_month,credit_card,0,1
61,57.86,3529.46,two_year,credit_card,1,0
61,58.52,3569.72,month_to_month,credit_card,2,0
62,53.9,3341.8,one_year,credit_card,1,0
46,52.79,2428.34,month_to_month,credit_card,1,0
41,28.97,1187.77,one_year,bank_transfer,1,0
47,22.52,1058.44,two_year,credit_card,0,0
30,40.21,1206.3,one_year,credit_card,0,0
49,95.66,4687.34,one_year,bank_transfer,2,0
58,119.08,6906.64,month_to_month,electronic_check,1,0
55,112.85,6206.75,one_year,credit_card,1,0
45,70.42,3168.9,one_year,credit_card,1,0
5,73.18,365.9,month_to_month,credit_card,1,1
53,51.46,2727.38,one_year,electronic_check,1,0
27,97.39,2629.53,two_year,credit_card,1,0
54,96.48,5209.92,one_year,credit_card,2,0
39,104.43,4072.77,one_year,bank_transfer,0,0
64,109.55,7011.2,month_to_month,credit_card,3,0
25,63.43,1585.75,one_year,credit_card,1,0
68,96.69,6574.92,month_to_month,credit_card,0,1
61,100.64,6139.04,month_to_month,bank_transfer,2,0
24,50.85,1220.4,month_to_month,bank_transfer,3,0
35,112.92,3952.2,month_to_month,bank_transfer,3,1
39,29.43,1147.77,month_to_month,electronic_check,4,1
56,119.43,6688.08,one_year,credit_card,2,0
50,97.01,4850.5,month_to_month,electronic_check,0,0
62,29.33,1818.46,month_to_month,electronic_check,2,0
27,85.62,2311.74,month_to_month,electronic_check,3,1
37,23.42,866.54,one_year,electronic_check,1,0
32,97.02,3104.64,month_to_month,credit_card,2,1
66,99.92,6594.72,month_to_month,credit_card,1,0
22,80.24,1765.28,one_year,bank_transfer,2,0
43,105.69,4544.67,month_to_month,credit_card,1,0
9,29.79,268.11,two_year,bank_transfer,2,0
62,47.59,2950.58,month_to_month,credit_card,0,0
28,61.42,1719.76,month_to_month,credit_card,2,1
25,24.25,606.25,month_to_month,electronic_check,2,1
42,64.82,2722.44,one_year,bank_transfer,2,0
36,46.52,1674.72,month_to_month,bank_transfer,2,1
62,59.27,3674.74,two_year,credit_card,1,0
39,62.51,2437.89,month_to_month,bank_transfer,2,1
38,107.94,4101.72,one_year,electronic_check,2,0
8,47.03,376.24,month_to_month,bank_transfer,0,1
2,109.37,218.74,month_to_month,bank_transfer,1,1
29,62.6,1815.4,month_to_month,bank_transfer,2,1
72,52.78,3800.16,one_year,credit_card,4,0
67,70.25,4706.75,month_to_month,bank_transfer,1,0
46,61.77,2841.42,two_year,electronic_check,1,0
46,45.74,2104.04,one_year,bank_transfer,1,0
29,70.27,2037.83,two_year,credit_card,0,0
13,35.18,457.34,month_to_month,bank_transfer,1,1
1,55.19,55.19,one_year,bank_transfer,0,0
25,76.58,1914.5,one_year,electronic_check,2,0
23,61.34,1410.82,one_year,electronic_check,2,0
14,102.39,1433.46,two_year,credit_card,2,1
19,45.67,867.73,one_year,credit_card,0,0
2,116.98,233.96,two_year,bank_transfer,2,0
44,98.47,4332.68,one_year,credit_card,0,0
67,116.76,7822.92,month_to_month,bank_transfer,1,0
50,103.81,5190.5,one_year,electronic_check,6,0
33,34.21,1128.93,month_to_month,bank_transfer,1,0
31,72.65,2252.15,two_year,credit_card,1,0
23,37.0,851.0,two_year,electronic_check,0,0
11,101.82,1120.02,month_to_month,electronic_check,1,1
44,78.42,3450.48,month_to_month,credit_card,1,0
41,46.34,1899.94,month_to_month,bank_transfer,1,1
1,112.96,112.96,month_to_month,bank_transfer,2,1
30,31.52,945.6,month_to_month,electronic_check,0,0
21,76.39,1604.19,one_year,credit_card,1,0
13,92.1,1197.3,one_year,credit_card,2,1
51,25.88,1319.88,two_year,bank_transfer,2,0
38,79.79,3032.02,month_to_month,credit_card,0,0
46,101.59,4673.14,one_year,bank_transfer,0,0
52,26.75,1391.0,month_to_month,electronic_check,1,0
71,71.22,5056.62,two_year,credit_card,2,0
58,45.86,2659.88,month_to_month,bank_transfer,1,0
45,86.29,3883.05,month_to_month,electronic_check,1,0
64,31.87,2039.68,month_to_month,bank_transfer,1,0
35,113.71,3979.85,two_year,bank_transfer,0,0
71,109.47,7772.37,month_to_month,bank_transfer,1,0
55,38.6,2123.0,one_year,credit_card,4,0
47,52.33,2459.51,one_year,credit_card,0,0
66,78.76,5198.16,one_year,bank_transfer,5,0
38,91.81,3488.78,month_to_month,credit_card,0,0
52,64.27,3342.04,month_to_month,credit_card,2,0
21,35.63,748.23,month_to_month,credit_card,1,0
70,30.42,2129.4,month_to_month,electronic_check,3,0
45,119.98,5399.1,one_year,credit_card,0,0
57,65.54,3735.78,month_to_month,electronic_check,0,0
34,107.25,3646.5,month_to_month,credit_card,3,1
63,68.24,4299.12,month_to_month,bank_transfer,0,0
6,112.24,673.44,one_year,credit_card,4,0
9,28.78,259.02,month_to_month,credit_card,1,1
37,31.4,1161.8,one_year,bank_transfer,2,0
53,112.96,5986.88,month_to_month,bank_transfer,1,1
59,114.75,6770.25,two_year,credit_card,0,0
32,51.47,1647.04,one_year,bank_transfer,2,0
47,55.52,2609.44,month_to_month,bank_transfer,1,0
40,65.25,2610.0,month_to_month,credit_card,2,0
70,61.62,4313.4,month_to_month,bank_transfer,3,0
48,39.0,1872.0,month_to_month,credit_card,0,0
31,109.84,3405.04,month_to_month,bank_transfer,5,1
70,45.33,3173.1,two_year,credit_card,2,0
8,90.53,724.24,one_year,bank_transfer,0,1
71,26.72,1897.12,month_to_month,credit_card,3,0
12,23.88,286.56,one_year,bank_transfer,1,0
21,85.37,1792.77,month_to_month,bank_transfer,2,1
60,53.9,3234.0,two_year,electronic_check,3,0
53,85.55,4534.15,month_to_month,bank_transfer,3,1
70,29.4,2058.0,one_year,electronic_check,1,0
54,114.99,6209.46,one_year,credit_card,2,0
46,94.85,4363.1,month_to_month,credit_card,2,0
25,107.63,2690.75,month_to_month,credit_card,1,1
1,33.65,33.65,month_to_month,bank_transfer,0,1
9,52.02,468.18,two_year,bank_transfer,1,0
22,56.83,1250.26,one_year,electronic_check,0,0
3,73.72,221.16,one_year,bank_transfer,0,0
37,49.69,1838.53,one_year,bank_transfer,1,0
56,26.06,1459.36,two_year,credit_card,1,0
70,56.89,3982.3,month_to_month,credit_card,2,0
36,45.45,1636.2,one_year,electronic_check,3,0
64,58.59,3749.76,one_year,credit_card,2,0
71,39.7,2818.7,month_to_month,credit_card,0,0
62,46.19,2863.78,two_year,electronic_check,0,0
34,82.7,2811.8,month_to_month,electronic_check,2,0
24,58.82,1411.68,month_to_month,bank_transfer,2,1
71,54.54,3872.34,two_year,credit_card,0,0
18,73.39,1321.02,month_to_month,electronic_check,2,1
30,97.19,2915.7,month_to_month,credit_card,1,0
6,57.89,347.34,month_to_month,bank_transfer,1,1
58,78.75,4567.5,one_year,credit_card,1,0
47,116.62,5481.14,two_year,electronic_check,2,1
7,72.2,505.4,month_to_month,electronic_check,0,1
16,110.98,1775.68,month_to_month,bank_transfer,1,0
40,99.37,3974.8,month_to_month,credit_card,1,0
39,25.87,1008.93,two_year,bank_transfer,4,0
58,62.91,3648.78,month_to_month,credit_card,1,1
20,89.83,1796.6,two_year,electronic_check,1,1
67,118.67,7950.89,two_year,credit_card,0,1
33,65.84,2172.72,month_to_month,credit_card,1,1
60,29.28,1756.8,two_year,electronic_check,1,0
18,76.2,1371.6,one_year,bank_transfer,3,1
3,32.66,97.98,one_year,electronic_check,0,0
4,95.15,380.6,month_to_month,credit_card,0,1
27,70.77,1910.79,two_year,electronic_check,0,0
69,92.34,6371.46,one_year,credit_card,1,0
4,106.94,427.76,one_year,credit_card,1,1
27,82.89,2238.03,two_year,bank_transfer,1,0
8,81.24,649.92,month_to_month,credit_card,1,1
68,95.46,6491.28,two_year,bank_transfer,0,0
49,104.25,5108.25,two_year,credit_card,1,0
55,106.91,5880.05,month_to_month,credit_card,4,1
52,23.64,1229.28,month_to_month,electronic_check,1,0
48,75.62,3629.76,month_to_month,credit_card,2,0
56,41.63,2331.28,two_year,bank_transfer,0,0
1,106.03,106.03,month_to_month,electronic_check,1,1
63,84.84,5344.92,one_year,credit_card,0,0
54,62.02,3349.08,month_to_month,electronic_check,1,0
54,38.81,2095.74,month_to_month,credit_card,3,0
29,53.9,1563.1,one_year,credit_card,0,0
58,90.38,5242.04,month_to_month,credit_card,0,0
28,40.44,1132.32,two_year,electronic_check,4,0
4,29.36,117.44,month_to_month,bank_transfer,3,1
66,108.8,7180.8,two_year,bank_transfer,0,0
17,96.42,1639.14,month_to_month,electronic_check,1,1
8,39.98,319.84,two_year,credit_card,2,0
45,49.23,2215.35,one_year,electronic_check,1,0
17,117.21,1992.57,month_to_month,electronic_check,1,1
62,90.82,5630.84,month_to_month,electronic_check,1,0
32,81.05,2593.6,month_to_month,electronic_check,1,1
1,50.76,50.76,one_year,electronic_check,1,1
69,49.91,3443.79,two_year,credit_card,2,0
38,23.95,910.1,month_to_month,electronic_check,1,1
19,92.85,1764.15,month_to_month,electronic_check,4,1
49,24.32,1191.68,one_year,bank_transfer,1,0
39,20.49,799.11,one_year,credit_card,2,0
3,92.95,278.85,one_year,electronic_check,3,1
55,114.89,6318.95,month_to_month,credit_card,1,0
29,95.65,2773.85,one_year,bank_transfer,1,0
51,67.16,3425.16,two_year,bank_transfer,2,0
65,68.6,4459.0,month_to_month,credit_card,3,0
44,63.61,2798.84,month_to_month,electronic_check,0,0
49,52.46,2570.54,month_to_month,credit_card,0,0
19,72.17,1371.23,one_year,bank_transfer,2,0
18,63.12,1136.16,month_to_month,electronic_check,5,1
30,79.82,2394.6,two_year,credit_card,0,0
62,109.81,6808.22,one_year,electronic_check,3,0
38,119.5,4541.0,one_year,credit_card,2,0
26,27.87,724.62,one_year,electronic_check,1,0
57,58.47,3332.79,month_to_month,electronic_check,2,0
62,38.07,2360.34,two_year,credit_card,2,0
65,55.21,3588.65,month_to_month,bank_transfer,2,0
22,48.75,1072.5,one_year,bank_transfer,3,0
52,37.45,1947.4,two_year,bank_transfer,1,0
43,96.41,4145.63,one_year,electronic_check,0,0
33,69.63,2297.79,two_year,bank_transfer,3,0
29,111.92,3245.68,month_to_month,bank_transfer,2,0
9,23.26,209.34,two_year,credit_card,3,0
20,26.7,534.0,one_year,credit_card,1,0
40,60.33,2413.2,one_year,electronic_check,0,0
64,28.03,1793.92,month_to_month,credit_card,0,0
63,46.27,2915.01,month_to_month,bank_transfer,1,0
14,118.6,1660.4,one_year,credit_card,2,0
49,40.9,2004.1,month_to_month,electronic_check,2,1
7,39.81,278.67,one_year,bank_transfer,0,0
49,77.36,3790.64,two_year,bank_transfer,3,0
25,69.8,1745.0,two_year,credit_card,3,0
33,78.04,2575.32,month_to_month,bank_transfer,3,1
52,57.67,2998.84,two_year,electronic_check,1,0
31,102.68,3183.08,month_to_month,bank_transfer,1,1
59,33.86,1997.74,month_to_month,bank_transfer,2,0
39,62.84,2450.76,two_year,electronic_check,2,0
72,88.98,6406.56,month_to_month,credit_card,4,1
46,106.82,4913.72,month_to_month,bank_transfer,0,0
22,56.96,1253.12,month_to_month,credit_card,1,0
56,76.77,4299.12,one_year,credit_card,0,0
30,26.91,807.3,two_year,electronic_check,2,0
39,37.03,1444.17,month_to_month,electronic_check,2,1
10,26.91,269.1,month_to_month,electronic_check,0,1
9,92.79,835.11,one_year,electronic_check,1,1
42,48.81,2050.02,month_to_month,bank_transfer,2,0
14,92.37,1293.18,one_year,credit_card,1,0
72,26.64,1918.08,two_year,bank_transfer,2,0
62,106.25,6587.5,one_year,electronic_check,2,0
51,103.55,5281.05,two_year,electronic_check,2,1
53,28.89,1531.17,one_year,bank_transfer,0,0
43,22.38,962.34,two_year,bank_transfer,3,0
5,25.63,128.15,month_to_month,electronic_check,2,1
29,105.36,3055.44,month_to_month,electronic_check,4,1
36,43.47,1564.92,one_year,electronic_check,2,0
66,74.83,4938.78,month_to_month,bank_transfer,0,0
16,62.62,1001.92,two_year,credit_card,3,0
36,99.55,3583.8,one_year,bank_transfer,1,0
25,68.89,1722.25,two_year,credit_card,0,0
10,70.07,700.7,month_to_month,electronic_check,1,1
8,118.91,951.28,month_to_month,bank_transfer,2,1
27,35.01,945.27,one_year,bank_transfer,0,0
6,103.07,618.42,month_to_month,credit_card,1,1
5,25.17,125.85,one_year,bank_transfer,0,1
26,67.76,1761.76,one_year,bank_transfer,1,0
15,108.63,1629.45,two_year,credit_card,2,0
40,86.52,3460.8,one_year,electronic_check,2,0
2,88.52,177.04,month_to_month,credit_card,0,1
22,46.33,1019.26,month_to_month,bank_transfer,1,0
33,61.86,2041.38,one_year,credit_card,1,0
70,56.66,3966.2,month_to_month,bank_transfer,2,0
46,72.14,3318.44,month_to_month,electronic_check,2,0
64,66.22,4238.08,month_to_month,electronic_check,3,0
25,52.69,1317.25,month_to_month,credit_card,0,0
33,50.55,1668.15,one_year,electronic_check,1,0
31,45.09,1397.79,month_to_month,electronic_check,0,0
64,56.5,3616.0,one_year,credit_card,1,0
70,34.99,2449.3,month_to_month,credit_card,2,0
70,107.21,7504.7,one_year,credit_card,2,0
55,80.21,4411.55,month_to_month,electronic_check,0,0
37,33.38,1235.06,two_year,credit_card,3,0
39,89.39,3486.21,month_to_month,bank_transfer,0,0
71,104.77,7438.67,one_year,electronic_check,1,0
21,43.75,918.75,month_to_month,electronic_check,2,1
25,35.06,876.5,month_to_month,bank_transfer,1,1
65,20.86,1355.9,month_to_month,electronic_check,1,0
28,24.73,692.44,two_year,credit_card,3,0
17,96.23,1635.91,two_year,electronic_check,1,1
41,118.72,4867.52,month_to_month,credit_card,0,0
24,24.49,587.76,month_to_month,credit_card,2,0
65,94.81,6162.65,one_year,electronic_check,2,0
66,27.19,1794.54,one_year,credit_card,1,0
23,79.21,1821.83,month_to_month,credit_card,0,0
39,95.61,3728.79,one_year,bank_transfer,2,0
71,55.92,3970.32,one_year,credit_card,2,0
54,21.09,1138.86,one_year,credit_card,3,0
16,79.52,1272.32,month_to_month,bank_transfer,2,0
43,119.12,5122.16,month_to_month,electronic_check,0,0
45,45.76,2059.2,month_to_month,electronic_check,0,0
48,38.95,1869.6,one_year,credit_card,3,0
2,32.39,64.78,month_to_month,bank_transfer,0,0
22,75.53,1661.66,one_year,electronic_check,0,0
62,79.64,4937.68,one_year,credit_card,3,0
18,99.23,1786.14,one_year,credit_card,2,1
22,95.31,2096.82,month_to_month,credit_card,0,0
24,109.25,2622.0,month_to_month,bank_transfer,5,1
13,100.58,1307.54,month_to_month,credit_card,2,1
12,44.73,536.76,one_year,electronic_check,2,0
25,75.59,1889.75,two_year,electronic_check,2,1
63,49.74,3133.62,month_to_month,credit_card,2,0
1,52.98,52.98,two_year,bank_transfer,2,1
21,113.19,2376.99,month_to_month,credit_card,3,1
5,88.19,440.95,month_to_month,credit_card,0,1
41,117.46,4815.86,month_to_month,electronic_check,1,1
19,61.69,1172.11,one_year,bank_transfer,2,0
58,73.74,4276.92,month_to_month,electronic_check,3,0
43,68.71,2954.53,month_to_month,bank_transfer,1,0
57,30.73,1751.61,one_year,credit_card,3,0
46,43.67,2008.82,one_year,bank_transfer,3,0
32,72.76,2328.32,month_to_month,credit_card,1,0
62,26.74,1657.88,month_to_month,electronic_check,2,1
35,113.15,3960.25,one_year,bank_transfer,3,0
69,32.38,2234.22,month_to_month,credit_card,1,0
72,39.8,2865.6,month_to_month,bank_transfer,2,0
43,96.53,4150.79,one_year,bank_transfer,2,0
49,29.69,1454.81,month_to_month,electronic_check,0,0
19,110.03,2090.57,one_year,credit_card,2,0
59,92.57,5461.63,month_to_month,credit_card,1,0
49,26.86,1316.14,month_to_month,credit_card,3,0
65,89.18,5796.7,month_to_month,credit_card,1,0
20,83.16,1663.2,month_to_month,bank_transfer,2,1
57,95.73,5456.61,month_to_month,credit_card,2,0
34,102.82,3495.88,month_to_month,bank_transfer,1,1
14,91.84,1285.76,two_year,bank_transfer,5,1
13,78.62,1022.06,two_year,credit_card,0,0
41,52.25,2142.25,month_to_month,electronic_check,4,1
24,89.73,2153.52,one_year,bank_transfer,0,0
8,115.7,925.6,one_year,credit_card,1,1
31,78.75,2441.25,two_year,bank_transfer,1,0
48,86.43,4148.64,month_to_month,credit_card,1,0
23,63.71,1465.33,month_to_month,electronic_check,3,1
69,95.61,6597.09,month_to_month,bank_transfer,3,0
57,119.77,6826.89,month_to_month,bank_transfer,1,0
37,36.04,1333.48,month_to_month,electronic_check,2,0
68,40.24,2736.32,two_year,electronic_check,2,0
32,73.94,2366.08,two_year,electronic_check,1,0
11,68.14,749.54,month_to_month,credit_card,3,1
3,77.16,231.48,month_to_month,credit_card,5,1
68,24.91,1693.88,month_to_month,bank_transfer,2,0
70,60.43,4230.1,month_to_month,bank_transfer,1,0
54,78.3,4228.2,one_year,bank_transfer,2,0
8,78.52,628.16,month_to_month,electronic_check,1,1
22,85.73,1886.06,two_year,credit_card,3,1
3,92.02,276.06,two_year,credit_card,0,1
4,84.15,336.6,one_year,bank_transfer,3,1
18,99.02,1782.36,one_year,credit_card,1,0
42,82.48,3464.16,one_year,bank_transfer,0,0
5,73.75,368.75,month_to_month,electronic_check,0,1
71,80.62,5724.02,month_to_month,bank_transfer,0,0
33,30.12,993.96,one_year,electronic_check,0,0
19,47.32,899.08,month_to_month,bank_transfer,2,1
38,72.74,2764.12,two_year,electronic_check,3,0
57,107.3,6116.1,month_to_month,credit_card,0,0
23,87.91,2021.93,month_to_month,electronic_check,1,0
4,29.04,116.16,month_to_month,electronic_check,4,1
4,79.23,316.92,two_year,credit_card,5,1
62,42.17,2614.54,month_to_month,bank_transfer,0,0
9,93.4,840.6,month_to_month,electronic_check,1,1
46,102.74,4726.04,month_to_month,credit_card,0,0
28,79.35,2221.8,one_year,electronic_check,3,0
56,79.14,4431.84,two_year,electronic_check,2,0
5,53.86,269.3,month_to_month,electronic_check,1,1
65,64.63,4200.95,two_year,bank_transfer,3,0
51,106.41,5426.91,month_to_month,bank_transfer,3,1
33,92.33,3046.89,one_year,electronic_check,0,0
15,71.98,1079.7,month_to_month,bank_transfer,1,1
71,56.82,4034.22,month_to_month,credit_card,2,0
22,25.04,550.88,one_year,credit_card,1,0
36,34.3,1234.8,one_year,electronic_check,1,0
29,39.3,1139.7,month_to_month,bank_transfer,0,0
17,57.34,974.78,two_year,credit_card,6,1
30,114.41,3432.3,two_year,credit_card,0,0
11,70.52,775.72,month_to_month,electronic_check,2,1
1,43.48,43.48,one_year,bank_transfer,1,1
21,30.58,642.18,one_year,electronic_check,2,0
9,53.83,484.47,month_to_month,electronic_check,2,1
30,101.57,3047.1,two_year,electronic_check,3,0
63,58.33,3674.79,month_to_month,electronic_check,2,0
12,97.25,1167.0,one_year,credit_card,1,0
1,100.27,100.27,month_to_month,bank_transfer,1,1
8,31.08,248.64,month_to_month,credit_card,3,1
37,80.87,2992.19,one_year,electronic_check,2,0
20,115.91,2318.2,one_year,credit_card,1,0
36,60.21,2167.56,two_year,bank_transfer,2,0
3,25.09,75.27,two_year,electronic_check,1,1
24,112.33,2695.92,month_to_month,credit_card,2,0
30,108.37,3251.1,month_to_month,electronic_check,1,1
32,72.21,2310.72,month_to_month,credit_card,1,0
40,75.23,3009.2,month_to_month,bank_transfer,2,0
57,41.17,2346.69,month_to_month,bank_transfer,2,0
34,101.95,3466.3,two_year,credit_card,1,0
61,69.86,4261.46,one_year,bank_transfer,2,0
39,23.39,912.21,month_to_month,electronic_check,1,0
19,88.3,1677.7,month_to_month,credit_card,0,0
17,115.05,1955.85,one_year,bank_transfer,0,1
24,102.92,2470.08,month_to_month,electronic_check,4,1
44,47.72,2099.68,month_to_month,electronic_check,1,0
18,25.33,455.94,month_to_month,credit_card,3,0
66,114.04,7526.64,month_to_month,electronic_check,1,0
35,113.71,3979.85,month_to_month,credit_card,0,0
63,73.24,4614.12,one_year,bank_transfer,2,0
50,84.23,4211.5,month_to_month,bank_transfer,1,1
25,66.26,1656.5,one_year,electronic_check,2,0
17,61.98,1053.66,one_year,credit_card,1,1
54,31.94,1724.76,two_year,credit_card,0,0
24,29.68,712.32,month_to_month,electronic_check,0,1
18,43.27,778.86,month_to_month,credit_card,2,1
67,103.66,6945.22,month_to_month,bank_transfer,2,0
35,34.58,1210.3,month_to_month,electronic_check,0,0
4,42.67,170.68,month_to_month,bank_transfer,1,0
36,74.86,2694.96,one_year,credit_card,3,1
34,41.51,1411.34,month_to_month,credit_card,2,0
63,36.32,2288.16,month_to_month,electronic_check,1,0
52,76.33,3969.16,month_to_month,bank_transfer,1,0
14,56.81,795.34,one_year,credit_card,2,0
11,82.62,908.82,two_year,credit_card,3,0
44,111.22,4893.68,one_year,credit_card,1,0
4,35.1,140.4,one_year,electronic_check,2,0
23,111.34,2560.82,one_year,credit_card,2,1
10,110.25,1102.5,one_year,credit_card,2,1
2,102.91,205.82,month_to_month,bank_transfer,2,1
67,83.13,5569.71,one_year,credit_card,3,1
7,82.01,574.07,one_year,credit_card,2,0
1,83.92,83.92,month_to_month,electronic_check,1,1
68,89.05,6055.4,one_year,electronic_check,0,0
14,21.65,303.1,month_to_month,credit_card,0,0
59,115.81,6832.79,one_year,bank_transfer,3,0
3,78.56,235.68,month_to_month,credit_card,1,1
12,98.15,1177.8,one_year,credit_card,2,0
8,57.73,461.84,two_year,bank_transfer,1,1
51,21.24,1083.24,month_to_month,bank_transfer,1,0
45,70.97,3193.65,month_to_month,electronic_check,4,1
35,70.72,2475.2,month_to_month,electronic_check,2,1
18,63.7,1146.6,month_to_month,credit_card,0,1
7,53.97,377.79,two_year,electronic_check,1,1
41,44.98,1844.18,month_to_month,bank_transfer,4,0
17,72.75,1236.75,month_to_month,credit_card,1,0
43,57.53,2473.79,month_to_month,electronic_check,0,0
50,116.99,5849.5,two_year,credit_card,0,0
62,37.29,2311.98,month_to_month,bank_transfer,1,0
36,51.97,1870.92,one_year,electronic_check,1,0
1,49.4,49.4,month_to_month,credit_card,0,0
21,74.33,1560.93,month_to_month,electronic_check,1,0
62,69.93,4335.66,one_year,credit_card,4,0
39,84.37,3290.43,month_to_month,electronic_check,4,1
45,115.0,5175.0,one_year,credit_card,1,0
33,48.52,1601.16,month_to_month,credit_card,3,1
12,89.28,1071.36,one_year,credit_card,1,0
65,22.5,1462.5,one_year,electronic_check,3,0
56,46.24,2589.44,one_year,credit_card,1,0
72,66.37,4778.64,month_to_month,electronic_check,2,0
62,23.1,1432.2,one_year,credit_card,0,0
21,81.77,1717.17,two_year,bank_transfer,2,0
19,87.83,1668.77,month_to_month,credit_card,4,1
18,94.67,1704.06,month_to_month,credit_card,5,1
67,71.66,4801.22,two_year,electronic_check,2,0
41,80.39,3295.99,month_to_month,bank_transfer,5,1
33,59.61,1967.13,one_year,bank_transfer,1,0
70,24.13,1689.1,one_year,bank_transfer,0,0
44,30.0,1320.0,month_to_month,bank_transfer,3,0
66,85.5,5643.0,one_year,bank_transfer,3,0
71,119.56,8488.76,one_year,electronic_check,3,0
6,21.58,129.48,month_to_month,bank_transfer,1,1
27,75.76,2045.52,two_year,bank_transfer,1,0
53,95.1,5040.3,month_to_month,bank_transfer,2,0
59,102.68,6058.12,month_to_month,bank_transfer,1,0
11,74.52,819.72,two_year,bank_transfer,0,0
23,81.99,1885.77,month_to_month,bank_transfer,1,1
40,89.67,3586.8,two_year,bank_transfer,0,0
58,105.9,6142.2,month_to_month,electronic_check,3,0
9,32.23,290.07,month_to_month,electronic_check,2,1
44,112.62,4955.28,month_to_month,electronic_check,3,0
22,22.6,497.2,one_year,electronic_check,3,0
16,103.62,1657.92,one_year,bank_transfer,3,1
38,27.67,1051.46,two_year,electronic_check,2,0
30,39.46,1183.8,two_year,credit_card,4,0
46,20.39,937.94,one_year,bank_transfer,3,0
23,64.53,1484.19,one_year,credit_card,0,0
60,53.44,3206.4,one_year,credit_card,4,0
6,36.6,219.6,two_year,electronic_check,1,0
63,65.11,4101.93,one_year,electronic_check,0,0
3,60.24,180.72,two_year,bank_transfer,3,0
53,96.77,5128.81,month_to_month,credit_card,2,0
25,109.31,2732.75,month_to_month,bank_transfer,3,1
28,85.26,2387.28,one_year,bank_transfer,3,0
2,32.44,64.88,month_to_month,electronic_check,1,1
51,49.54,2526.54,month_to_month,electronic_check,3,1
12,111.33,1335.96,two_year,credit_card,1,1
48,28.87,1385.76,month_to_month,credit_card,0,0
53,60.69,3216.57,month_to_month,credit_card,2,0
61,114.25,6969.25,month_to_month,credit_card,2,0
51,115.07,5868.57,month_to_month,credit_card,2,0
22,61.12,1344.64,one_year,credit_card,2,1
54,86.74,4683.96,two_year,credit_card,1,0
60,65.67,3940.2,two_year,credit_card,2,0
23,95.35,2193.05,one_year,credit_card,1,1
9,23.16,208.44,one_year,electronic_check,1,1
65,34.42,2237.3,month_to_month,credit_card,3,0
11,81.42,895.62,two_year,electronic_check,0,1
43,43.26,1860.18,month_to_month,credit_card,1,0
18,86.61,1558.98,month_to_month,credit_card,3,1
10,55.12,551.2,two_year,credit_card,1,0
56,108.66,6084.96,two_year,electronic_check,4,1
11,101.93,1121.23,month_to_month,credit_card,1,1
49,69.28,3394.72,one_year,bank_transfer,2,0
50,97.29,4864.5,month_to_month,credit_card,1,0
5,47.11,235.55,month_to_month,electronic_check,1,1
13,69.43,902.59,month_to_month,credit_card,2,1
58,39.75,2305.5,month_to_month,bank_transfer,3,0
37,106.09,3925.33,one_year,electronic_check,2,1
9,102.31,920.79,month_to_month,credit_card,1,1
72,110.21,7935.12,one_year,credit_card,1,0
20,107.75,2155.0,month_to_month,electronic_check,2,1
1,115.96,115.96,two_year,credit_card,0,1
67,42.83,2869.61,one_year,credit_card,1,0
2,113.18,226.36,two_year,bank_transfer,4,1
40,77.12,3084.8,month_to_month,credit_card,2,0
72,62.25,4482.0,one_year,electronic_check,0,0
42,76.04,3193.68,two_year,bank_transfer,0,0
43,54.26,2333.18,month_to_month,bank_transfer,1,0
28,48.86,1368.08,month_to_month,credit_card,1,1
